MEMBER_ID,PORTFOLIO,OPTIMIZED_EXPECTED_FINAL_PORTFOLIO_VALUE,OPTIMIZED_MEDIAN_FINAL_PORTFOLIO_VALUE,OPTIMIZED_STANDARD_DEVIATION_OF_FINAL_PORTFOLIO_VALUE,OPTIMIZED_VALUE_AT_RISK,OPTIMIZED_CONDITIONAL_VALUE_AT_RISK,OPTIMIZED_PROBABILITY_OF_LOSS,OPTIMIZED_SHARPE_RATIO
MID003032,OCST,"$51,667.53","$51,288.96","$11,684.54","$5,364.62","$8,720.05",17.40%,0.9985
MID003032,OOGGL,"$51,667.53","$51,288.96","$11,684.54","$5,364.62","$8,720.05",17.40%,0.9985
MID003032,GS,"$51,667.53","$51,288.96","$11,684.54","$5,364.62","$8,720.05",17.40%,0.9985
MID003032,DMC,"$51,667.53","$51,288.96","$11,684.54","$5,364.62","$8,720.05",17.40%,0.9985
MID003033,GS,"$103,861.09","$101,799.69","$20,622.34","$7,531.45","$12,931.18",10.60%,1.1571
MID003033,AB,"$103,861.09","$101,799.69","$20,622.34","$7,531.45","$12,931.18",10.60%,1.1571
MID003033,SM,"$103,861.09","$101,799.69","$20,622.34","$7,531.45","$12,931.18",10.60%,1.1571
MID003033,MTFS,"$103,861.09","$101,799.69","$20,622.34","$7,531.45","$12,931.18",10.60%,1.1571
MID003034,NEK,"$113,549.07","$111,237.37","$24,649.61","$9,638.92","$15,846.92",14.20%,1.0365
MID003034,EPF,"$113,549.07","$111,237.37","$24,649.61","$9,638.92","$15,846.92",14.20%,1.0365
MID003034,JJN,"$113,549.07","$111,237.37","$24,649.61","$9,638.92","$15,846.92",14.20%,1.0365
MID003034,PEP,"$113,549.07","$111,237.37","$24,649.61","$9,638.92","$15,846.92",14.20%,1.0365
MID003034,AB,"$113,549.07","$111,237.37","$24,649.61","$9,638.92","$15,846.92",14.20%,1.0365
MID003034,LTSA,"$113,549.07","$111,237.37","$24,649.61","$9,638.92","$15,846.92",14.20%,1.0365
MID003034,ONH,"$113,549.07","$111,237.37","$24,649.61","$9,638.92","$15,846.92",14.20%,1.0365
MID003035,CCSO,"$1,297,881.65","$1,269,217.13","$277,683.24","$102,765.28","$180,356.99",15.00%,1.0727
MID003035,NTIC,"$1,297,881.65","$1,269,217.13","$277,683.24","$102,765.28","$180,356.99",15.00%,1.0727
MID003035,MMM,"$1,297,881.65","$1,269,217.13","$277,683.24","$102,765.28","$180,356.99",15.00%,1.0727
MID003035,AB,"$1,297,881.65","$1,269,217.13","$277,683.24","$102,765.28","$180,356.99",15.00%,1.0727
MID003035,NEK,"$1,297,881.65","$1,269,217.13","$277,683.24","$102,765.28","$180,356.99",15.00%,1.0727
MID003035,PG,"$1,297,881.65","$1,269,217.13","$277,683.24","$102,765.28","$180,356.99",15.00%,1.0727
MID003036,EPF,"$62,945.93","$61,847.29","$13,107.04","$6,032.51","$8,958.58",16.60%,0.9877
MID003036,TWM,"$62,945.93","$61,847.29","$13,107.04","$6,032.51","$8,958.58",16.60%,0.9877
MID003036,MTFS,"$62,945.93","$61,847.29","$13,107.04","$6,032.51","$8,958.58",16.60%,0.9877
MID003037,NEK,"$112,917.42","$109,889.94","$22,906.29","$9,431.32","$14,331.27",11.60%,1.0878
MID003037,KRM,"$112,917.42","$109,889.94","$22,906.29","$9,431.32","$14,331.27",11.60%,1.0878
MID003037,MPJ,"$112,917.42","$109,889.94","$22,906.29","$9,431.32","$14,331.27",11.60%,1.0878
MID003037,AB,"$112,917.42","$109,889.94","$22,906.29","$9,431.32","$14,331.27",11.60%,1.0878
MID003037,NTIC,"$112,917.42","$109,889.94","$22,906.29","$9,431.32","$14,331.27",11.60%,1.0878
MID003037,ABT,"$112,917.42","$109,889.94","$22,906.29","$9,431.32","$14,331.27",11.60%,1.0878
MID003038,ONH,"$89,100.58","$86,254.96","$19,683.41","$6,910.81","$10,879.31",13.60%,1.0212
MID003038,OK,"$89,100.58","$86,254.96","$19,683.41","$6,910.81","$10,879.31",13.60%,1.0212
MID003038,MMM,"$89,100.58","$86,254.96","$19,683.41","$6,910.81","$10,879.31",13.60%,1.0212
MID003038,ABT,"$89,100.58","$86,254.96","$19,683.41","$6,910.81","$10,879.31",13.60%,1.0212
MID003038,NTIC,"$89,100.58","$86,254.96","$19,683.41","$6,910.81","$10,879.31",13.60%,1.0212
MID003038,ABC,"$89,100.58","$86,254.96","$19,683.41","$6,910.81","$10,879.31",13.60%,1.0212
MID003038,AB,"$89,100.58","$86,254.96","$19,683.41","$6,910.81","$10,879.31",13.60%,1.0212
MID003038,DMC,"$89,100.58","$86,254.96","$19,683.41","$6,910.81","$10,879.31",13.60%,1.0212
MID003039,ABT,"$70,657.79","$69,018.57","$14,369.87","$4,968.88","$8,518.19",12.00%,1.0896
MID003039,DMC,"$70,657.79","$69,018.57","$14,369.87","$4,968.88","$8,518.19",12.00%,1.0896
MID003039,OK,"$70,657.79","$69,018.57","$14,369.87","$4,968.88","$8,518.19",12.00%,1.0896
MID003039,EPF,"$70,657.79","$69,018.57","$14,369.87","$4,968.88","$8,518.19",12.00%,1.0896
MID003039,GMNA,"$70,657.79","$69,018.57","$14,369.87","$4,968.88","$8,518.19",12.00%,1.0896
MID003039,TCA,"$70,657.79","$69,018.57","$14,369.87","$4,968.88","$8,518.19",12.00%,1.0896
MID003039,HD,"$70,657.79","$69,018.57","$14,369.87","$4,968.88","$8,518.19",12.00%,1.0896
MID003039,OCST,"$70,657.79","$69,018.57","$14,369.87","$4,968.88","$8,518.19",12.00%,1.0896
MID003039,ONH,"$70,657.79","$69,018.57","$14,369.87","$4,968.88","$8,518.19",12.00%,1.0896
MID003040,MPJ,"$63,546.52","$61,015.57","$13,443.53","$4,987.56","$7,843.51",11.60%,1.082
MID003040,LTSA,"$63,546.52","$61,015.57","$13,443.53","$4,987.56","$7,843.51",11.60%,1.082
MID003040,ABT,"$63,546.52","$61,015.57","$13,443.53","$4,987.56","$7,843.51",11.60%,1.082
MID003041,ABT,"$58,672.93","$56,953.64","$12,573.57","$4,072.95","$7,886.25",11.00%,1.0874
MID003041,CCSO,"$58,672.93","$56,953.64","$12,573.57","$4,072.95","$7,886.25",11.00%,1.0874
MID003041,SM,"$58,672.93","$56,953.64","$12,573.57","$4,072.95","$7,886.25",11.00%,1.0874
MID003041,JJN,"$58,672.93","$56,953.64","$12,573.57","$4,072.95","$7,886.25",11.00%,1.0874
MID003041,HD,"$58,672.93","$56,953.64","$12,573.57","$4,072.95","$7,886.25",11.00%,1.0874
MID003041,PEP,"$58,672.93","$56,953.64","$12,573.57","$4,072.95","$7,886.25",11.00%,1.0874
MID003041,TCA,"$58,672.93","$56,953.64","$12,573.57","$4,072.95","$7,886.25",11.00%,1.0874
MID003041,NTIC,"$58,672.93","$56,953.64","$12,573.57","$4,072.95","$7,886.25",11.00%,1.0874
MID003042,ABC,"$64,201.51","$63,628.53","$13,450.90","$4,518.38","$7,974.42",13.00%,1.1301
MID003042,MMM,"$64,201.51","$63,628.53","$13,450.90","$4,518.38","$7,974.42",13.00%,1.1301
MID003042,TCA,"$64,201.51","$63,628.53","$13,450.90","$4,518.38","$7,974.42",13.00%,1.1301
MID003042,ONH,"$64,201.51","$63,628.53","$13,450.90","$4,518.38","$7,974.42",13.00%,1.1301
MID003042,GMNA,"$64,201.51","$63,628.53","$13,450.90","$4,518.38","$7,974.42",13.00%,1.1301
MID003042,ALPA,"$64,201.51","$63,628.53","$13,450.90","$4,518.38","$7,974.42",13.00%,1.1301
MID003043,MMM,"$114,162.88","$111,539.82","$23,319.71","$5,800.58","$15,020.16",11.80%,1.1219
MID003043,KRM,"$114,162.88","$111,539.82","$23,319.71","$5,800.58","$15,020.16",11.80%,1.1219
MID003043,ABT,"$114,162.88","$111,539.82","$23,319.71","$5,800.58","$15,020.16",11.80%,1.1219
MID003043,HD,"$114,162.88","$111,539.82","$23,319.71","$5,800.58","$15,020.16",11.80%,1.1219
MID003043,JJN,"$114,162.88","$111,539.82","$23,319.71","$5,800.58","$15,020.16",11.80%,1.1219
MID003043,NTIC,"$114,162.88","$111,539.82","$23,319.71","$5,800.58","$15,020.16",11.80%,1.1219
MID003044,NEK,"$1,312.63","$1,273.52",$297.97,$73.38,$190.62,11.80%,1.0492
MID003044,ALPA,"$1,312.63","$1,273.52",$297.97,$73.38,$190.62,11.80%,1.0492
MID003044,LTSA,"$1,312.63","$1,273.52",$297.97,$73.38,$190.62,11.80%,1.0492
MID003044,CCSO,"$1,312.63","$1,273.52",$297.97,$73.38,$190.62,11.80%,1.0492
MID003044,KRM,"$1,312.63","$1,273.52",$297.97,$73.38,$190.62,11.80%,1.0492
MID003044,OK,"$1,312.63","$1,273.52",$297.97,$73.38,$190.62,11.80%,1.0492
MID003044,OCST,"$1,312.63","$1,273.52",$297.97,$73.38,$190.62,11.80%,1.0492
MID003045,GMNA,"$1,280,442.43","$1,250,212.36","$290,151.43","$152,462.05","$230,827.23",15.00%,0.9665
MID003045,MZNA,"$1,280,442.43","$1,250,212.36","$290,151.43","$152,462.05","$230,827.23",15.00%,0.9665
MID003045,EPF,"$1,280,442.43","$1,250,212.36","$290,151.43","$152,462.05","$230,827.23",15.00%,0.9665
MID003045,NTIC,"$1,280,442.43","$1,250,212.36","$290,151.43","$152,462.05","$230,827.23",15.00%,0.9665
MID003046,MPJ,"$114,597.92","$111,149.88","$25,078.67","$11,804.88","$18,682.94",14.40%,0.9808
MID003046,TWM,"$114,597.92","$111,149.88","$25,078.67","$11,804.88","$18,682.94",14.40%,0.9808
MID003046,DMC,"$114,597.92","$111,149.88","$25,078.67","$11,804.88","$18,682.94",14.40%,0.9808
MID003047,ABT,"$115,400.91","$112,386.14","$24,531.12","$8,514.48","$15,010.28",13.80%,1.0355
MID003047,TWM,"$115,400.91","$112,386.14","$24,531.12","$8,514.48","$15,010.28",13.80%,1.0355
MID003047,HD,"$115,400.91","$112,386.14","$24,531.12","$8,514.48","$15,010.28",13.80%,1.0355
MID003048,JJN,"$123,712.20","$119,152.54","$28,273.07","$11,342.23","$18,354.13",13.80%,0.9448
MID003048,MZNA,"$123,712.20","$119,152.54","$28,273.07","$11,342.23","$18,354.13",13.80%,0.9448
MID003048,MTFS,"$123,712.20","$119,152.54","$28,273.07","$11,342.23","$18,354.13",13.80%,0.9448
MID003048,TCA,"$123,712.20","$119,152.54","$28,273.07","$11,342.23","$18,354.13",13.80%,0.9448
MID003048,HD,"$123,712.20","$119,152.54","$28,273.07","$11,342.23","$18,354.13",13.80%,0.9448
MID003048,LTSA,"$123,712.20","$119,152.54","$28,273.07","$11,342.23","$18,354.13",13.80%,0.9448
MID003049,ABC,"$51,283.36","$50,636.82","$10,205.55","$3,439.34","$7,536.59",12.40%,1.1056
MID003049,HD,"$51,283.36","$50,636.82","$10,205.55","$3,439.34","$7,536.59",12.40%,1.1056
MID003049,MZNA,"$51,283.36","$50,636.82","$10,205.55","$3,439.34","$7,536.59",12.40%,1.1056
MID003050,ABC,"$6,340.67","$6,217.64","$1,338.54",$695.17,"$1,003.84",13.80%,1.0016
MID003050,NEK,"$6,340.67","$6,217.64","$1,338.54",$695.17,"$1,003.84",13.80%,1.0016
MID003050,GMNA,"$6,340.67","$6,217.64","$1,338.54",$695.17,"$1,003.84",13.80%,1.0016
MID003050,MPJ,"$6,340.67","$6,217.64","$1,338.54",$695.17,"$1,003.84",13.80%,1.0016
MID003050,AB,"$6,340.67","$6,217.64","$1,338.54",$695.17,"$1,003.84",13.80%,1.0016
MID003050,PG,"$6,340.67","$6,217.64","$1,338.54",$695.17,"$1,003.84",13.80%,1.0016
MID003051,CCSO,"$14,492.96","$14,172.95","$3,174.16","$1,096.49","$2,045.48",12.00%,1.1004
MID003051,PG,"$14,492.96","$14,172.95","$3,174.16","$1,096.49","$2,045.48",12.00%,1.1004
MID003051,HD,"$14,492.96","$14,172.95","$3,174.16","$1,096.49","$2,045.48",12.00%,1.1004
MID003051,ALPA,"$14,492.96","$14,172.95","$3,174.16","$1,096.49","$2,045.48",12.00%,1.1004
MID003052,GS,"$14,128.71","$13,900.52","$2,915.17","$1,318.02","$2,106.84",12.80%,1.0732
MID003052,KRM,"$14,128.71","$13,900.52","$2,915.17","$1,318.02","$2,106.84",12.80%,1.0732
MID003052,ABC,"$14,128.71","$13,900.52","$2,915.17","$1,318.02","$2,106.84",12.80%,1.0732
MID003052,TCA,"$14,128.71","$13,900.52","$2,915.17","$1,318.02","$2,106.84",12.80%,1.0732
MID003053,KRM,"$1,277.56","$1,258.35",$270.69,$124.08,$193.08,13.00%,1.0254
MID003053,ONH,"$1,277.56","$1,258.35",$270.69,$124.08,$193.08,13.00%,1.0254
MID003053,TCA,"$1,277.56","$1,258.35",$270.69,$124.08,$193.08,13.00%,1.0254
MID003053,HD,"$1,277.56","$1,258.35",$270.69,$124.08,$193.08,13.00%,1.0254
MID003054,MMM,"$102,113.09","$99,127.45","$23,141.26","$10,675.23","$14,460.23",16.00%,0.9556
MID003054,DMC,"$102,113.09","$99,127.45","$23,141.26","$10,675.23","$14,460.23",16.00%,0.9556
MID003054,AB,"$102,113.09","$99,127.45","$23,141.26","$10,675.23","$14,460.23",16.00%,0.9556
MID003054,KRM,"$102,113.09","$99,127.45","$23,141.26","$10,675.23","$14,460.23",16.00%,0.9556
MID003054,SM,"$102,113.09","$99,127.45","$23,141.26","$10,675.23","$14,460.23",16.00%,0.9556
MID003055,EG,"$57,950.89","$56,610.74","$12,179.84","$4,663.64","$7,919.78",12.80%,1.0633
MID003055,SM,"$57,950.89","$56,610.74","$12,179.84","$4,663.64","$7,919.78",12.80%,1.0633
MID003056,ABT,"$124,491.05","$121,578.60","$26,344.74","$7,538.69","$14,822.57",13.00%,1.0435
MID003056,KRM,"$124,491.05","$121,578.60","$26,344.74","$7,538.69","$14,822.57",13.00%,1.0435
MID003056,EG,"$124,491.05","$121,578.60","$26,344.74","$7,538.69","$14,822.57",13.00%,1.0435
MID003057,NTIC,"$71,489.61","$70,142.32","$15,309.56","$7,025.89","$10,076.57",14.40%,1.0771
MID003057,OOGGL,"$71,489.61","$70,142.32","$15,309.56","$7,025.89","$10,076.57",14.40%,1.0771
MID003057,AB,"$71,489.61","$70,142.32","$15,309.56","$7,025.89","$10,076.57",14.40%,1.0771
MID003057,TCA,"$71,489.61","$70,142.32","$15,309.56","$7,025.89","$10,076.57",14.40%,1.0771
MID003057,MPJ,"$71,489.61","$70,142.32","$15,309.56","$7,025.89","$10,076.57",14.40%,1.0771
MID003057,HD,"$71,489.61","$70,142.32","$15,309.56","$7,025.89","$10,076.57",14.40%,1.0771
MID003058,NTIC,"$123,802.97","$120,058.50","$24,424.69","$7,426.72","$14,063.69",11.60%,1.0974
MID003058,MZNA,"$123,802.97","$120,058.50","$24,424.69","$7,426.72","$14,063.69",11.60%,1.0974
MID003058,SM,"$123,802.97","$120,058.50","$24,424.69","$7,426.72","$14,063.69",11.60%,1.0974
MID003058,ALPA,"$123,802.97","$120,058.50","$24,424.69","$7,426.72","$14,063.69",11.60%,1.0974
MID003058,NEK,"$123,802.97","$120,058.50","$24,424.69","$7,426.72","$14,063.69",11.60%,1.0974
MID003058,LTSA,"$123,802.97","$120,058.50","$24,424.69","$7,426.72","$14,063.69",11.60%,1.0974
MID003058,TWM,"$123,802.97","$120,058.50","$24,424.69","$7,426.72","$14,063.69",11.60%,1.0974
MID003058,MTFS,"$123,802.97","$120,058.50","$24,424.69","$7,426.72","$14,063.69",11.60%,1.0974
MID003058,AB,"$123,802.97","$120,058.50","$24,424.69","$7,426.72","$14,063.69",11.60%,1.0974
MID003059,ONH,"$1,287,505.74","$1,279,323.54","$254,017.44","$97,347.92","$162,226.21",12.80%,1.1318
MID003059,NEK,"$1,287,505.74","$1,279,323.54","$254,017.44","$97,347.92","$162,226.21",12.80%,1.1318
MID003059,ABC,"$1,287,505.74","$1,279,323.54","$254,017.44","$97,347.92","$162,226.21",12.80%,1.1318
MID003059,HD,"$1,287,505.74","$1,279,323.54","$254,017.44","$97,347.92","$162,226.21",12.80%,1.1318
MID003059,PG,"$1,287,505.74","$1,279,323.54","$254,017.44","$97,347.92","$162,226.21",12.80%,1.1318
MID003060,FWC,"$14,303.23","$14,040.83","$3,153.44","$1,114.60","$1,862.85",13.20%,1.0475
MID003060,NEK,"$14,303.23","$14,040.83","$3,153.44","$1,114.60","$1,862.85",13.20%,1.0475
MID003060,MMM,"$14,303.23","$14,040.83","$3,153.44","$1,114.60","$1,862.85",13.20%,1.0475
MID003060,LTSA,"$14,303.23","$14,040.83","$3,153.44","$1,114.60","$1,862.85",13.20%,1.0475
MID003060,MPJ,"$14,303.23","$14,040.83","$3,153.44","$1,114.60","$1,862.85",13.20%,1.0475
MID003060,NTIC,"$14,303.23","$14,040.83","$3,153.44","$1,114.60","$1,862.85",13.20%,1.0475
MID003060,JJN,"$14,303.23","$14,040.83","$3,153.44","$1,114.60","$1,862.85",13.20%,1.0475
MID003061,EPF,"$65,481.52","$64,316.67","$14,521.79","$4,940.68","$9,347.77",12.40%,1.0661
MID003061,GMNA,"$65,481.52","$64,316.67","$14,521.79","$4,940.68","$9,347.77",12.40%,1.0661
MID003061,TWM,"$65,481.52","$64,316.67","$14,521.79","$4,940.68","$9,347.77",12.40%,1.0661
MID003061,ONH,"$65,481.52","$64,316.67","$14,521.79","$4,940.68","$9,347.77",12.40%,1.0661
MID003062,ONH,"$71,335.65","$70,066.72","$16,419.22","$7,707.36","$11,837.38",15.20%,0.9949
MID003062,KRM,"$71,335.65","$70,066.72","$16,419.22","$7,707.36","$11,837.38",15.20%,0.9949
MID003062,NEK,"$71,335.65","$70,066.72","$16,419.22","$7,707.36","$11,837.38",15.20%,0.9949
MID003062,AB,"$71,335.65","$70,066.72","$16,419.22","$7,707.36","$11,837.38",15.20%,0.9949
MID003062,MPJ,"$71,335.65","$70,066.72","$16,419.22","$7,707.36","$11,837.38",15.20%,0.9949
MID003062,ALPA,"$71,335.65","$70,066.72","$16,419.22","$7,707.36","$11,837.38",15.20%,0.9949
MID003063,EG,"$6,405.50","$6,220.56","$1,350.92",$474.95,$873.55,13.20%,1.0404
MID003063,MTFS,"$6,405.50","$6,220.56","$1,350.92",$474.95,$873.55,13.20%,1.0404
MID003063,TWM,"$6,405.50","$6,220.56","$1,350.92",$474.95,$873.55,13.20%,1.0404
MID003063,DMC,"$6,405.50","$6,220.56","$1,350.92",$474.95,$873.55,13.20%,1.0404
MID003064,OOGGL,"$117,608.77","$113,881.73","$25,469.11","$8,913.11","$15,219.34",11.40%,1.084
MID003064,CCSO,"$117,608.77","$113,881.73","$25,469.11","$8,913.11","$15,219.34",11.40%,1.084
MID003064,JJN,"$117,608.77","$113,881.73","$25,469.11","$8,913.11","$15,219.34",11.40%,1.084
MID003064,AB,"$117,608.77","$113,881.73","$25,469.11","$8,913.11","$15,219.34",11.40%,1.084
MID003064,MZNA,"$117,608.77","$113,881.73","$25,469.11","$8,913.11","$15,219.34",11.40%,1.084
MID003064,OCST,"$117,608.77","$113,881.73","$25,469.11","$8,913.11","$15,219.34",11.40%,1.084
MID003064,FWC,"$117,608.77","$113,881.73","$25,469.11","$8,913.11","$15,219.34",11.40%,1.084
MID003065,NEK,"$61,884.60","$60,190.85","$13,978.25","$6,990.15","$10,466.79",16.00%,0.9218
MID003065,GMNA,"$61,884.60","$60,190.85","$13,978.25","$6,990.15","$10,466.79",16.00%,0.9218
MID003065,KRM,"$61,884.60","$60,190.85","$13,978.25","$6,990.15","$10,466.79",16.00%,0.9218
MID003066,MTFS,"$14,016.57","$13,903.52","$2,893.11","$1,285.10","$2,127.32",15.00%,1.0427
MID003066,EG,"$14,016.57","$13,903.52","$2,893.11","$1,285.10","$2,127.32",15.00%,1.0427
MID003066,KRM,"$14,016.57","$13,903.52","$2,893.11","$1,285.10","$2,127.32",15.00%,1.0427
MID003066,ONH,"$14,016.57","$13,903.52","$2,893.11","$1,285.10","$2,127.32",15.00%,1.0427
MID003067,PEP,"$71,344.71","$69,374.54","$15,858.82","$5,776.35","$9,444.93",13.60%,1.0306
MID003067,EPF,"$71,344.71","$69,374.54","$15,858.82","$5,776.35","$9,444.93",13.60%,1.0306
MID003067,CCSO,"$71,344.71","$69,374.54","$15,858.82","$5,776.35","$9,444.93",13.60%,1.0306
MID003067,FWC,"$71,344.71","$69,374.54","$15,858.82","$5,776.35","$9,444.93",13.60%,1.0306
MID003067,LTSA,"$71,344.71","$69,374.54","$15,858.82","$5,776.35","$9,444.93",13.60%,1.0306
MID003067,OCST,"$71,344.71","$69,374.54","$15,858.82","$5,776.35","$9,444.93",13.60%,1.0306
MID003067,GS,"$71,344.71","$69,374.54","$15,858.82","$5,776.35","$9,444.93",13.60%,1.0306
MID003067,ONH,"$71,344.71","$69,374.54","$15,858.82","$5,776.35","$9,444.93",13.60%,1.0306
MID003068,TWM,"$12,759.89","$12,478.24","$2,687.88","$1,080.38","$1,587.98",16.20%,1.0268
MID003068,ABC,"$12,759.89","$12,478.24","$2,687.88","$1,080.38","$1,587.98",16.20%,1.0268
MID003068,DMC,"$12,759.89","$12,478.24","$2,687.88","$1,080.38","$1,587.98",16.20%,1.0268
MID003068,SM,"$12,759.89","$12,478.24","$2,687.88","$1,080.38","$1,587.98",16.20%,1.0268
MID003069,KRM,"$51,982.52","$50,879.49","$11,105.20","$4,507.39","$7,995.63",12.40%,1.079
MID003069,TCA,"$51,982.52","$50,879.49","$11,105.20","$4,507.39","$7,995.63",12.40%,1.079
MID003069,JJN,"$51,982.52","$50,879.49","$11,105.20","$4,507.39","$7,995.63",12.40%,1.079
MID003069,GMNA,"$51,982.52","$50,879.49","$11,105.20","$4,507.39","$7,995.63",12.40%,1.079
MID003069,HD,"$51,982.52","$50,879.49","$11,105.20","$4,507.39","$7,995.63",12.40%,1.079
MID003070,ABC,"$64,443.71","$63,747.31","$13,265.78","$5,332.87","$8,948.00",13.20%,1.0888
MID003070,GMNA,"$64,443.71","$63,747.31","$13,265.78","$5,332.87","$8,948.00",13.20%,1.0888
MID003070,PG,"$64,443.71","$63,747.31","$13,265.78","$5,332.87","$8,948.00",13.20%,1.0888
MID003071,EG,"$115,204.34","$110,971.31","$25,131.10","$9,936.94","$15,754.70",15.00%,1.0029
MID003071,OCST,"$115,204.34","$110,971.31","$25,131.10","$9,936.94","$15,754.70",15.00%,1.0029
MID003071,MZNA,"$115,204.34","$110,971.31","$25,131.10","$9,936.94","$15,754.70",15.00%,1.0029
MID003071,TWM,"$115,204.34","$110,971.31","$25,131.10","$9,936.94","$15,754.70",15.00%,1.0029
MID003071,NTIC,"$115,204.34","$110,971.31","$25,131.10","$9,936.94","$15,754.70",15.00%,1.0029
MID003071,AB,"$115,204.34","$110,971.31","$25,131.10","$9,936.94","$15,754.70",15.00%,1.0029
MID003072,OCST,"$88,404.79","$87,408.77","$17,576.52","$8,095.26","$11,794.96",13.00%,1.104
MID003072,JJN,"$88,404.79","$87,408.77","$17,576.52","$8,095.26","$11,794.96",13.00%,1.104
MID003072,AB,"$88,404.79","$87,408.77","$17,576.52","$8,095.26","$11,794.96",13.00%,1.104
MID003072,HD,"$88,404.79","$87,408.77","$17,576.52","$8,095.26","$11,794.96",13.00%,1.104
MID003072,LTSA,"$88,404.79","$87,408.77","$17,576.52","$8,095.26","$11,794.96",13.00%,1.104
MID003072,KRM,"$88,404.79","$87,408.77","$17,576.52","$8,095.26","$11,794.96",13.00%,1.104
MID003072,EPF,"$88,404.79","$87,408.77","$17,576.52","$8,095.26","$11,794.96",13.00%,1.104
MID003072,NEK,"$88,404.79","$87,408.77","$17,576.52","$8,095.26","$11,794.96",13.00%,1.104
MID003072,ONH,"$88,404.79","$87,408.77","$17,576.52","$8,095.26","$11,794.96",13.00%,1.104
MID003073,DMC,"$125,533.90","$122,149.92","$25,975.25","$6,614.60","$14,756.25",12.00%,1.0985
MID003073,TWM,"$125,533.90","$122,149.92","$25,975.25","$6,614.60","$14,756.25",12.00%,1.0985
MID003073,ONH,"$125,533.90","$122,149.92","$25,975.25","$6,614.60","$14,756.25",12.00%,1.0985
MID003074,EG,"$52,210.11","$51,149.85","$11,153.77","$4,115.95","$6,642.88",13.40%,1.0947
MID003074,MMM,"$52,210.11","$51,149.85","$11,153.77","$4,115.95","$6,642.88",13.40%,1.0947
MID003074,ABC,"$52,210.11","$51,149.85","$11,153.77","$4,115.95","$6,642.88",13.40%,1.0947
MID003074,AB,"$52,210.11","$51,149.85","$11,153.77","$4,115.95","$6,642.88",13.40%,1.0947
MID003074,MZNA,"$52,210.11","$51,149.85","$11,153.77","$4,115.95","$6,642.88",13.40%,1.0947
MID003075,OOGGL,"$62,647.99","$61,453.95","$13,537.21","$6,259.09","$9,881.57",17.20%,1.0082
MID003075,ONH,"$62,647.99","$61,453.95","$13,537.21","$6,259.09","$9,881.57",17.20%,1.0082
MID003075,TCA,"$62,647.99","$61,453.95","$13,537.21","$6,259.09","$9,881.57",17.20%,1.0082
MID003075,OK,"$62,647.99","$61,453.95","$13,537.21","$6,259.09","$9,881.57",17.20%,1.0082
MID003075,GMNA,"$62,647.99","$61,453.95","$13,537.21","$6,259.09","$9,881.57",17.20%,1.0082
MID003075,EPF,"$62,647.99","$61,453.95","$13,537.21","$6,259.09","$9,881.57",17.20%,1.0082
MID003075,OCST,"$62,647.99","$61,453.95","$13,537.21","$6,259.09","$9,881.57",17.20%,1.0082
MID003076,OK,"$63,230.12","$62,372.18","$13,443.45","$5,261.53","$8,574.15",12.60%,1.0585
MID003076,GMNA,"$63,230.12","$62,372.18","$13,443.45","$5,261.53","$8,574.15",12.60%,1.0585
MID003076,CCSO,"$63,230.12","$62,372.18","$13,443.45","$5,261.53","$8,574.15",12.60%,1.0585
MID003076,MZNA,"$63,230.12","$62,372.18","$13,443.45","$5,261.53","$8,574.15",12.60%,1.0585
MID003077,NTIC,"$1,283,416.04","$1,264,690.26","$267,706.71","$135,610.09","$218,157.35",14.00%,1.0587
MID003077,TWM,"$1,283,416.04","$1,264,690.26","$267,706.71","$135,610.09","$218,157.35",14.00%,1.0587
MID003078,MZNA,"$1,296,120.05","$1,260,496.49","$267,357.82","$73,520.47","$157,856.61",12.40%,1.1076
MID003078,ABC,"$1,296,120.05","$1,260,496.49","$267,357.82","$73,520.47","$157,856.61",12.40%,1.1076
MID003078,MMM,"$1,296,120.05","$1,260,496.49","$267,357.82","$73,520.47","$157,856.61",12.40%,1.1076
