MEMBER_ID,OPTIMIZED_EXPECTED_FINAL_PORTFOLIO_VALUE,OPTIMIZED_MEDIAN_FINAL_PORTFOLIO_VALUE,OPTIMIZED_STANDARD_DEVIATION_OF_FINAL_PORTFOLIO_VALUE,OPTIMIZED_VALUE_AT_RISK,OPTIMIZED_CONDITIONAL_VALUE_AT_RISK,OPTIMIZED_PROBABILITY_OF_LOSS,OPTIMIZED_SHARPE_RATIO
MID192764,"$117,533.95","$114,215.74","$27,054.07",,,15.80%,1.0177
MID192765,"$14,083.54","$13,556.81","$3,028.36",,,12.60%,1.0182
MID192766,"$115,269.83","$113,088.15","$24,844.47",,,15.40%,1.0171
MID192767,"$64,121.57","$62,331.88","$13,664.20",,,15.00%,1.0335
MID192768,"$57,291.04","$55,707.69","$12,220.52",,,13.60%,1.0058
MID192769,"$58,634.38","$57,577.80","$12,296.35",,,12.40%,1.1088
MID192770,"$71,012.93","$68,410.58","$16,216.87",,,15.40%,0.9874
MID192771,"$63,894.19","$62,330.53","$12,820.98",,,14.20%,1.0837
MID192772,"$114,552.68","$110,801.91","$26,674.55",,,14.60%,0.9954
MID192773,"$57,973.68","$57,211.21","$11,851.66",,,14.40%,1.0947
MID192774,"$114,207.88","$112,372.29","$24,905.25",,,12.40%,1.0523
MID192775,"$114,519.90","$111,979.52","$22,445.66",,,13.80%,1.0924
MID192776,"$113,348.95","$108,670.48","$26,068.58",,,15.20%,0.9724
MID192777,"$51,639.80","$50,401.16","$10,953.71",,,12.20%,1.0626
MID192778,"$52,209.78","$50,928.30","$10,767.84",,,12.20%,1.1339
MID192779,"$103,879.92","$102,236.97","$22,996.13",,,14.60%,1.0384
MID192780,"$6,518.24","$6,383.03","$1,301.90",,,11.20%,1.1662
MID192781,"$124,963.00","$121,630.22","$26,964.47",,,14.60%,1.0370
MID192782,"$1,303,708.59","$1,267,587.27","$286,298.38",,,13.60%,1.0608
MID192783,"$64,030.14","$62,681.82","$13,393.90",,,14.00%,1.0475
MID192784,"$65,533.49","$63,953.98","$13,936.16",,,12.00%,1.1146
MID192785,"$64,804.48","$63,262.28","$14,989.62",,,15.80%,0.9876
MID192786,"$57,565.58","$56,073.96","$11,923.15",,,13.00%,1.0539
MID192787,"$114,744.49","$113,475.87","$23,375.69",,,14.00%,1.0586
MID192788,"$1,278,182.17","$1,230,708.69","$272,284.97",,,14.20%,1.0217
MID192789,"$51,270.17","$50,573.92","$11,046.88",,,14.60%,1.0202
MID192790,"$115,914.00","$114,888.42","$23,509.51",,,11.20%,1.1873
MID192791,"$116,601.77","$112,862.29","$23,920.42",,,11.00%,1.1121
MID192792,"$1,311,857.57","$1,279,692.49","$280,672.39",,,12.60%,1.1111
MID192793,"$63,861.58","$62,948.25","$13,630.67",,,16.60%,1.0169
MID192794,"$1,291.61","$1,261.41",$287.38,,,12.00%,1.0147
MID192795,"$12,921.43","$12,573.70","$2,684.82",,,12.40%,1.0881
MID192796,"$113,843.03","$111,430.29","$24,579.06",,,13.40%,1.0514
MID192797,"$90,866.28","$88,183.03","$19,264.23",,,13.00%,1.1351
MID192798,"$6,408.72","$6,392.98","$1,330.53",,,15.20%,1.0588
MID192799,"$62,885.77","$62,442.04","$13,082.01",,,14.40%,1.0614
MID192800,"$63,954.02","$62,854.07","$13,643.52",,,13.80%,1.0228
MID192801,"$112,712.30","$110,730.50","$23,902.11",,,14.60%,1.0339
MID192802,"$57,932.68","$56,384.07","$12,850.47",,,16.00%,1.0064
MID192803,"$12,818.31","$12,607.55","$2,599.93",,,12.40%,1.0840
MID192804,"$70,499.02","$69,007.20","$14,373.77",,,12.20%,1.0783
MID192805,"$12,666.39","$12,276.90","$2,641.99",,,15.20%,1.0092
MID192806,"$6,412.48","$6,276.73","$1,405.31",,,17.20%,1.0051
MID192807,"$1,313,193.50","$1,273,115.01","$284,298.24",,,10.40%,1.1016
MID192808,"$113,349.79","$110,442.94","$23,511.77",,,14.40%,0.9931
MID192809,"$57,880.03","$56,376.13","$12,608.66",,,15.00%,1.0215
MID192810,"$12,815.92","$12,536.03","$2,580.35",,,11.80%,1.0913
MID192811,"$65,405.73","$63,898.10","$13,946.22",,,11.40%,1.1047
MID192812,"$1,295,971.91","$1,258,189.25","$281,576.98",,,12.80%,1.0511
MID192813,"$118,156.43","$116,354.14","$24,857.42",,,12.00%,1.1327
MID192814,"$12,854.86","$12,566.03","$2,680.34",,,13.40%,1.0651
MID192815,"$114,630.79","$111,669.69","$24,815.01",,,12.40%,1.0732
MID192816,"$1,282.91","$1,257.47",$280.45,,,16.00%,1.0088
MID192817,"$14,139.19","$13,796.73","$2,985.27",,,13.40%,1.0516
MID192818,"$1,304.71","$1,278.84",$268.99,,,9.40%,1.1328
MID192819,"$101,201.96","$98,243.72","$22,502.38",,,15.80%,0.9422
MID192820,"$64,011.69","$62,591.06","$12,874.55",,,9.00%,1.1660
MID192821,"$63,653.35","$62,943.54","$12,873.54",,,12.40%,1.1383
MID192822,"$50,892.49","$49,702.56","$10,356.58",,,13.80%,1.0517
MID192823,"$116,241.73","$111,689.08","$26,146.56",,,13.40%,1.0036
MID192824,"$6,412.66","$6,206.98","$1,309.55",,,12.40%,1.0787
MID192825,"$126,611.39","$124,668.61","$25,715.94",,,11.80%,1.1515
MID192826,"$51,063.12","$49,785.54","$10,639.05",,,14.60%,1.0399
MID192827,"$1,296,277.76","$1,255,313.91","$275,529.17",,,14.20%,1.0753
MID192828,"$113,136.98","$111,130.13","$24,227.45",,,14.40%,1.0375
MID192829,"$113,974.08","$112,616.18","$23,330.14",,,12.80%,1.1133
MID192830,"$65,209.75","$64,036.45","$13,670.12",,,13.00%,1.1126
MID192831,"$64,642.48","$63,915.83","$13,173.29",,,12.20%,1.1115
MID192832,"$12,827.98","$12,337.89","$2,898.43",,,13.20%,0.9757
MID192833,"$103,975.47","$101,076.35","$21,928.49",,,11.40%,1.0933
MID192834,"$71,321.55","$69,828.19","$15,233.04",,,12.20%,1.0715
MID192835,"$70,408.63","$69,947.23","$14,076.68",,,12.60%,1.0946
MID192836,"$125,796.22","$124,401.92","$25,372.46",,,11.80%,1.1349
MID192837,"$6,387.47","$6,234.22","$1,295.23",,,14.00%,1.0712
MID192838,"$51,983.07","$51,325.39","$11,083.00",,,12.00%,1.0812
MID192839,"$88,565.71","$85,520.62","$19,446.23",,,14.80%,1.0061
MID192840,"$70,734.61","$69,034.86","$14,957.09",,,13.00%,1.0520
MID192841,"$52,259.62","$51,098.77","$10,949.69",,,13.00%,1.1196
MID192842,"$58,077.51","$57,377.71","$11,907.84",,,13.60%,1.0982
MID192843,"$63,201.39","$60,904.64","$14,182.28",,,13.20%,1.0013
MID192844,"$6,418.66","$6,254.22","$1,345.67",,,12.40%,1.0542
MID192845,"$63,591.22","$62,316.58","$13,691.95",,,15.00%,1.0657
MID192846,"$104,174.77","$100,790.94","$22,589.61",,,12.00%,1.0702
MID192847,"$125,483.18","$122,585.74","$25,761.29",,,11.40%,1.1057
MID192848,"$1,296,526.03","$1,270,241.55","$284,671.70",,,14.60%,1.0416
MID192849,"$89,446.89","$87,585.16","$19,701.46",,,14.20%,1.0378
MID192850,"$125,438.73","$121,737.13","$27,075.85",,,13.60%,1.0503
MID192851,"$14,141.41","$13,953.29","$2,979.24",,,13.00%,1.0544
MID192852,"$64,648.96","$63,059.69","$13,552.15",,,11.80%,1.0809
MID192853,"$1,286.99","$1,260.81",$281.07,,,16.20%,1.0211
MID192854,"$1,301,964.83","$1,278,201.10","$273,683.94",,,13.20%,1.1033
MID192855,"$6,478.61","$6,326.96","$1,339.07",,,11.60%,1.1042
MID192856,"$1,278.88","$1,237.90",$284.77,,,16.80%,0.9793
MID192857,"$1,289,988.04","$1,267,893.39","$271,295.54",,,11.60%,1.0689
MID192858,"$1,282,318.06","$1,251,759.77","$277,879.55",,,15.80%,1.0160
MID192859,"$103,158.61","$100,621.25","$22,798.41",,,13.20%,1.0158
MID192860,"$57,805.80","$56,910.26","$11,539.99",,,13.40%,1.1097
MID192861,"$101,737.92","$99,334.28","$20,887.86",,,13.60%,1.0407
MID192862,"$126,996.60","$124,209.77","$27,619.81",,,11.00%,1.0861
MID192863,"$51,294.59","$50,255.23","$11,175.38",,,14.80%,1.0107
MID192864,"$64,640.76","$62,667.93","$14,090.37",,,13.60%,1.0391
MID192865,"$58,129.44","$57,029.69","$12,675.58",,,14.00%,1.0358
MID192866,"$70,673.72","$69,083.83","$14,832.25",,,13.40%,1.0567
MID192867,"$114,922.23","$113,129.60","$24,233.39",,,14.00%,1.0284
MID192868,"$1,293,063.42","$1,276,015.60","$280,705.32",,,15.40%,1.0440
MID192869,"$124,178.00","$122,348.67","$25,737.06",,,14.40%,1.0560
MID192870,"$12,857.12","$12,614.37","$2,840.04",,,17.20%,1.0060
MID192871,"$1,271,803.30","$1,246,202.89","$282,576.85",,,16.20%,0.9619
MID192872,"$64,126.81","$62,555.10","$13,831.58",,,12.00%,1.0936
MID192873,"$116,507.61","$113,515.73","$25,179.25",,,13.60%,1.0528
MID192874,"$88,884.78","$86,822.97","$19,204.54",,,14.00%,1.0354
MID192875,"$1,290.25","$1,266.95",$285.03,,,15.60%,1.0183
MID192876,"$116,592.23","$113,296.44","$24,554.71",,,11.00%,1.0830
MID192877,"$113,061.34","$110,411.23","$24,778.18",,,14.00%,1.0114
MID192878,"$102,919.79","$101,844.61","$21,795.32",,,15.60%,1.0516
MID192879,"$6,383.30","$6,307.70","$1,324.25",,,15.00%,1.0446
MID192880,"$64,449.40","$63,799.62","$13,648.29",,,16.60%,1.0587
MID192881,"$65,241.13","$64,543.91","$14,492.19",,,13.80%,1.0517
MID192882,"$102,262.53","$100,269.48","$21,854.56",,,14.20%,1.0187
MID192883,"$112,995.16","$109,319.51","$24,740.46",,,13.80%,1.0103
MID192884,"$1,281.11","$1,256.03",$259.55,,,12.00%,1.0831
MID192885,"$1,308.13","$1,272.36",$292.33,,,12.40%,1.0540
MID192886,"$90,254.40","$88,603.15","$20,021.31",,,13.80%,1.0616
MID192887,"$125,573.80","$123,199.87","$26,627.72",,,12.20%,1.0731
MID192888,"$1,290,596.93","$1,279,250.21","$272,893.29",,,14.40%,1.0649
MID192889,"$64,076.14","$62,764.46","$13,421.09",,,12.60%,1.1233
MID192890,"$1,287,677.68","$1,267,980.18","$280,867.77",,,14.80%,1.0242
MID192891,"$51,823.55","$51,047.86","$10,777.28",,,12.40%,1.0971
MID192892,"$102,789.93","$100,957.51","$22,082.22",,,13.40%,1.0320
MID192893,"$51,736.54","$51,189.11","$11,110.12",,,14.40%,1.0564
MID192894,"$50,958.58","$49,347.48","$11,315.51",,,16.80%,0.9685
MID192895,"$6,383.33","$6,277.48","$1,315.50",,,14.20%,1.0516
MID192896,"$125,594.11","$121,584.30","$27,417.94",,,12.20%,1.0429
MID192897,"$62,969.86","$61,411.49","$13,486.25",,,14.60%,1.0359
MID192898,"$103,442.44","$101,313.24","$23,540.11",,,16.00%,0.9959
MID192899,"$13,055.10","$12,794.89","$2,772.94",,,12.40%,1.1018
MID192900,"$103,143.73","$100,932.70","$22,034.94",,,12.40%,1.0503
MID192901,"$12,921.80","$12,631.89","$2,868.24",,,13.60%,1.0187
MID192902,"$63,754.07","$62,608.77","$13,528.18",,,12.00%,1.0906
MID192903,"$1,291.41","$1,265.06",$274.53,,,12.00%,1.0615
MID192904,"$1,285,744.61","$1,250,501.38","$289,373.87",,,14.40%,0.9875
MID192905,"$104,099.46","$101,824.76","$22,001.26",,,11.60%,1.0954
MID192906,"$1,299.83","$1,270.03",$273.34,,,13.00%,1.0969
MID192907,"$51,854.69","$50,596.85","$11,451.22",,,14.60%,1.0352
MID192908,"$103,580.05","$101,122.89","$23,609.77",,,15.00%,0.9987
MID192909,"$87,889.93","$86,544.35","$18,702.03",,,14.40%,1.0100
MID192910,"$71,235.00","$69,702.49","$14,824.92",,,14.60%,1.0951
MID192911,"$112,205.05","$109,370.30","$23,701.80",,,12.60%,1.0212
MID192912,"$68,824.42","$66,874.22","$14,453.45",,,17.00%,0.9565
MID192913,"$63,602.87","$62,364.97","$13,036.45",,,11.00%,1.1202
MID192914,"$62,811.31","$61,138.53","$13,554.65",,,14.00%,1.0189
MID192915,"$14,155.57","$13,834.49","$2,993.98",,,13.40%,1.0540
MID192916,"$50,925.06","$49,502.04","$10,624.52",,,12.40%,1.0283
MID192917,"$117,286.29","$116,629.18","$26,157.80",,,13.80%,1.0431
MID192918,"$12,790.17","$12,479.76","$2,565.58",,,12.20%,1.0875
MID192919,"$116,008.62","$113,858.70","$24,383.63",,,13.80%,1.0666
MID192920,"$113,203.14","$111,590.86","$23,608.31",,,15.00%,1.0676
MID192921,"$13,038.97","$12,854.57","$2,852.09",,,12.00%,1.0655
MID192922,"$104,267.14","$102,904.86","$22,458.30",,,11.40%,1.0805
MID192923,"$52,346.92","$51,524.18","$11,352.00",,,13.00%,1.0876
MID192924,"$6,479.76","$6,268.85","$1,423.59",,,14.00%,1.0395
MID192925,"$1,285.59","$1,254.37",$274.97,,,14.20%,1.0386
MID192926,"$1,299,144.74","$1,256,571.63","$278,727.48",,,13.00%,1.0733
MID192927,"$1,287,180.22","$1,267,566.28","$275,836.37",,,15.20%,1.0411
MID192928,"$12,917.01","$12,773.27","$2,706.77",,,13.20%,1.0777
MID192929,"$90,048.09","$87,222.06","$20,359.47",,,14.20%,1.0338
MID192930,"$1,271,120.60","$1,246,742.94","$263,723.93",,,12.60%,1.0280
MID192931,"$52,704.43","$52,221.53","$10,294.10",,,10.00%,1.2341
MID192932,"$1,291,618.28","$1,262,735.31","$275,107.00",,,12.20%,1.0600
MID192933,"$62,488.25","$60,624.66","$13,602.15",,,16.00%,0.9916
MID192934,"$127,108.18","$124,289.38","$27,363.75",,,11.60%,1.1003
MID192935,"$64,707.42","$63,269.40","$13,725.67",,,13.80%,1.0715
MID192936,"$64,025.94","$63,022.84","$13,767.62",,,14.60%,1.0188
MID192937,"$51,802.57","$50,016.57","$11,731.23",,,14.80%,1.0061
MID192938,"$6,492.85","$6,396.98","$1,324.18",,,12.80%,1.1274
MID192939,"$1,302,527.57","$1,284,537.07","$275,496.29",,,12.00%,1.0981
MID192940,"$124,319.52","$121,138.59","$25,348.65",,,11.80%,1.0778
MID192941,"$112,968.72","$110,693.63","$23,169.81",,,13.20%,1.0776
MID192942,"$14,556.97","$14,182.26","$3,019.39",,,9.80%,1.1780
MID192943,"$89,614.15","$87,091.68","$19,637.09",,,14.00%,1.0498
MID192944,"$104,734.72","$102,946.26","$22,607.45",,,13.60%,1.0941
MID192945,"$51,088.70","$49,684.75","$10,908.48",,,12.60%,1.0165
MID192946,"$112,835.59","$109,951.27","$24,365.01",,,14.40%,1.0193
MID192947,"$52,326.57","$50,420.36","$11,732.20",,,13.60%,1.0507
MID192948,"$6,336.96","$6,307.58","$1,246.58",,,14.20%,1.0725
MID192949,"$71,887.38","$69,787.40","$15,393.35",,,10.00%,1.0971
MID192950,"$115,183.28","$114,303.65","$23,765.98",,,10.20%,1.1438
MID192951,"$62,057.03","$61,465.83","$12,635.29",,,16.40%,1.0334
MID192952,"$112,268.59","$109,806.71","$23,942.83",,,14.20%,1.0136
MID192953,"$6,524.24","$6,373.06","$1,449.26",,,14.20%,1.0517
MID192954,"$62,887.87","$60,960.41","$13,419.60",,,13.80%,1.0349
MID192955,"$57,208.26","$55,764.07","$12,196.32",,,16.20%,1.0010
MID192956,"$58,334.07","$56,943.50","$12,170.85",,,13.00%,1.0956
MID192957,"$102,623.40","$99,715.45","$21,433.69",,,12.40%,1.0555
MID192958,"$57,395.91","$56,111.50","$12,318.07",,,14.00%,1.0063
MID192959,"$14,238.27","$13,999.94","$3,092.90",,,13.20%,1.0470
MID192960,"$57,300.38","$56,934.81","$11,678.51",,,14.00%,1.0532
MID192961,"$64,669.17","$63,285.46","$13,925.89",,,13.60%,1.0534
MID192962,"$102,339.42","$100,749.10","$21,730.59",,,14.00%,1.0280
MID192963,"$1,291,206.90","$1,275,977.56","$278,985.72",,,15.00%,1.0438
MID192964,"$1,291.98","$1,281.20",$272.60,,,15.00%,1.0711
MID192965,"$1,285.05","$1,256.03",$260.64,,,10.60%,1.0936
MID192966,"$64,194.71","$63,736.68","$13,379.53",,,13.00%,1.0609
MID192967,"$124,244.41","$120,736.91","$27,479.58",,,15.40%,0.9914
MID192968,"$71,318.33","$69,722.99","$16,025.88",,,16.40%,1.0182
MID192969,"$62,959.18","$62,783.79","$13,366.78",,,14.60%,1.0443
MID192970,"$51,442.79","$50,385.71","$11,074.04",,,13.00%,1.0333
MID192971,"$1,306,912.85","$1,273,460.31","$283,236.93",,,12.80%,1.0836
MID192972,"$52,073.58","$51,028.78","$10,970.35",,,12.20%,1.1006
MID192973,"$89,746.08","$88,857.53","$19,553.75",,,12.80%,1.0610
MID192974,"$62,940.00","$60,976.32","$13,517.90",,,13.40%,1.0312
MID192975,"$6,513.39","$6,400.60","$1,320.75",,,13.20%,1.1459
MID192976,"$115,259.42","$112,750.16","$23,049.60",,,10.00%,1.1826
MID192977,"$88,290.07","$85,881.04","$19,396.33",,,14.00%,0.9945
MID192978,"$114,567.81","$114,135.56","$24,071.05",,,15.60%,1.0206
MID192979,"$64,599.08","$62,763.54","$13,952.13",,,15.20%,1.0464
MID192980,"$87,739.00","$85,608.03","$19,119.57",,,16.80%,0.9801
MID192981,"$112,086.67","$108,356.75","$23,829.17",,,13.00%,1.0108
MID192982,"$111,029.66","$109,982.68","$23,545.57",,,16.40%,0.9781
MID192983,"$12,749.77","$12,517.32","$2,662.88",,,14.40%,1.0326
MID192984,"$63,795.94","$62,140.93","$13,381.09",,,13.40%,1.1057
MID192985,"$125,859.39","$121,434.06","$28,937.44",,,13.80%,0.9973
MID192986,"$64,884.69","$62,671.88","$13,916.78",,,12.00%,1.0695
MID192987,"$6,438.52","$6,315.36","$1,449.60",,,14.20%,0.9924
MID192988,"$6,447.77","$6,337.84","$1,331.76",,,12.60%,1.0871
MID192989,"$6,451.03","$6,310.21","$1,413.03",,,14.40%,1.0269
MID192990,"$1,307.73","$1,290.64",$281.58,,,12.40%,1.0929
MID192991,"$112,943.67","$109,459.81","$24,785.54",,,14.40%,1.0064
MID192992,"$62,950.27","$61,825.12","$13,568.47",,,15.00%,1.0281
MID192993,"$1,302,324.65","$1,276,454.53","$277,753.51",,,13.40%,1.0885
MID192994,"$124,544.76","$120,430.92","$26,840.48",,,12.00%,1.0262
MID192995,"$14,208.32","$13,808.98","$3,079.43",,,12.20%,1.0419
MID192996,"$103,733.23","$100,540.56","$23,321.22",,,12.80%,1.0177
MID192997,"$88,211.08","$85,680.71","$18,508.19",,,13.20%,1.0380
MID192998,"$1,266,957.19","$1,240,021.06","$255,002.90",,,13.00%,1.0469
MID192999,"$102,855.52","$100,479.32","$21,712.61",,,14.40%,1.0526
MID193000,"$58,301.95","$56,626.56","$12,540.59",,,13.60%,1.0607
MID193001,"$6,524.29","$6,338.42","$1,405.41",,,12.00%,1.0846
MID193002,"$70,228.00","$68,344.64","$14,837.91",,,13.40%,1.0263
MID193003,"$63,334.48","$62,240.79","$14,209.58",,,15.60%,1.0088
MID193004,"$51,364.92","$50,120.45","$11,322.84",,,14.80%,1.0037
MID193005,"$64,521.60","$62,799.77","$13,822.80",,,12.00%,1.0506
MID193006,"$1,271,666.38","$1,241,313.46","$261,981.19",,,14.40%,1.0370
MID193007,"$124,624.04","$122,137.79","$27,783.79",,,15.00%,0.9943
MID193008,"$62,311.02","$61,100.18","$13,097.21",,,14.20%,1.0163
MID193009,"$1,277,139.87","$1,247,273.08","$257,975.38",,,13.00%,1.0743
MID193010,"$1,309.81","$1,297.55",$278.26,,,13.00%,1.1134
MID193011,"$116,244.59","$113,376.21","$26,141.96",,,16.40%,1.0039
MID193012,"$1,285.36","$1,240.58",$285.61,,,14.80%,0.9991
MID193013,"$12,954.76","$12,764.80","$2,684.06",,,12.40%,1.1009
MID193014,"$57,537.25","$56,390.79","$11,416.29",,,12.00%,1.0982
MID193015,"$62,320.39","$61,454.74","$13,574.64",,,15.00%,0.9813
MID193016,"$65,391.58","$64,079.95","$13,793.78",,,12.20%,1.1158
MID193017,"$115,471.83","$113,393.91","$24,987.98",,,14.80%,1.0194
MID193018,"$57,575.27","$56,406.33","$12,343.90",,,15.20%,1.0187
MID193019,"$14,337.65","$13,978.21","$3,006.75",,,10.80%,1.1101
MID193020,"$124,278.12","$122,632.23","$25,497.57",,,13.00%,1.0698
MID193021,"$6,457.68","$6,237.95","$1,517.87",,,16.40%,0.9604
MID193022,"$1,304,473.95","$1,293,112.41","$274,683.07",,,12.60%,1.1085
MID193023,"$64,761.20","$63,693.34","$13,368.99",,,13.00%,1.1041
MID193024,"$124,034.87","$121,157.65","$25,532.80",,,13.00%,1.0588
MID193025,"$51,159.67","$50,539.16","$10,731.50",,,15.40%,1.0399
MID193026,"$1,277.63","$1,260.51",$265.42,,,13.60%,1.0460
MID193027,"$111,415.52","$108,963.06","$21,854.13",,,11.00%,1.0714
MID193028,"$62,041.33","$59,833.37","$13,045.19",,,14.60%,0.9997
MID193029,"$116,105.91","$112,396.17","$25,439.66",,,14.00%,1.0262
MID193030,"$12,782.88","$12,508.03","$2,580.94",,,13.00%,1.0782
MID193031,"$112,376.31","$110,164.97","$24,967.25",,,16.00%,0.9763
MID193032,"$113,493.44","$112,620.36","$24,353.83",,,16.80%,0.9647
MID193033,"$88,912.06","$86,151.27","$19,023.60",,,14.20%,1.0467
MID193034,"$1,286.28","$1,269.07",$266.74,,,13.80%,1.0732
MID193035,"$102,985.22","$101,310.97","$21,611.47",,,14.60%,1.0636
MID193036,"$126,202.48","$124,787.30","$25,371.42",,,11.20%,1.1510
MID193037,"$64,168.96","$62,770.80","$13,982.46",,,13.80%,1.0133
MID193038,"$1,294,688.02","$1,277,737.01","$271,100.34",,,14.80%,1.0870
MID193039,"$52,167.89","$51,225.38","$10,755.39",,,12.20%,1.1313
MID193040,"$57,514.23","$55,720.04","$12,086.14",,,12.80%,1.0354
MID193041,"$62,913.43","$61,685.83","$12,755.68",,,12.20%,1.0908
MID193042,"$50,830.95","$49,392.98","$10,820.96",,,14.80%,1.0009
MID193043,"$6,398.19","$6,298.51","$1,253.26",,,12.60%,1.1156
MID193044,"$102,095.40","$98,872.84","$21,561.96",,,13.60%,1.0247
MID193045,"$63,904.64","$62,657.93","$13,862.61",,,13.00%,1.0752
MID193046,"$90,239.20","$88,429.92","$19,277.23",,,12.40%,1.1018
MID193047,"$12,985.99","$12,698.63","$2,889.35",,,15.20%,1.0334
MID193048,"$103,307.66","$99,988.91","$22,931.26",,,14.20%,1.0164
MID193049,"$12,909.52","$12,563.27","$2,918.59",,,15.60%,0.9969
MID193050,"$114,066.15","$112,743.86","$22,767.76",,,15.60%,1.0570
MID193051,"$116,085.80","$114,240.02","$23,748.36",,,11.40%,1.0984
MID193052,"$88,432.68","$87,152.08","$19,510.77",,,16.00%,0.9960
MID193053,"$1,306.79","$1,281.06",$281.75,,,12.00%,1.0889
MID193054,"$71,659.12","$70,083.76","$15,722.44",,,14.20%,1.0596
MID193055,"$63,807.36","$62,994.95","$13,228.24",,,12.40%,1.0438
MID193056,"$104,650.56","$101,922.12","$22,473.25",,,12.20%,1.0969
MID193057,"$65,075.08","$63,446.74","$13,364.61",,,12.80%,1.1280
MID193058,"$117,571.50","$114,480.44","$25,191.90",,,11.00%,1.0945
MID193059,"$51,398.45","$50,698.81","$10,916.68",,,13.60%,1.0441
MID193060,"$62,035.28","$60,831.28","$13,279.46",,,16.00%,0.9816
MID193061,"$88,787.09","$86,362.11","$19,803.93",,,14.40%,0.9991
MID193062,"$101,696.17","$99,579.14","$21,765.75",,,16.40%,0.9968
MID193063,"$104,106.97","$102,052.66","$20,791.52",,,12.00%,1.1595
MID193064,"$63,600.56","$62,537.87","$13,717.52",,,12.60%,1.0644
MID193065,"$70,658.93","$68,759.57","$14,609.54",,,13.00%,1.0718
MID193066,"$70,371.02","$68,137.93","$15,040.07",,,13.60%,1.0220
MID193067,"$58,152.91","$57,101.48","$11,910.40",,,13.80%,1.1043
MID193068,"$51,079.82","$50,611.34","$10,864.19",,,15.60%,1.0198
MID193069,"$70,523.98","$69,132.26","$14,779.21",,,13.00%,1.0504
MID193070,"$1,267,503.06","$1,233,021.03","$259,670.35",,,15.20%,1.0302
MID193071,"$1,309,387.29","$1,287,851.43","$269,040.79",,,12.00%,1.1500
MID193072,"$103,749.31","$102,425.66","$21,303.19",,,12.60%,1.1148
MID193073,"$126,710.70","$123,171.57","$25,587.83",,,9.20%,1.1611
MID193074,"$6,488.25","$6,369.09","$1,345.69",,,12.40%,1.1059
MID193075,"$124,152.78","$122,280.70","$25,946.84",,,14.80%,1.0465
MID193076,"$64,562.83","$62,986.36","$13,794.85",,,11.80%,1.1282
MID193077,"$112,266.55","$110,866.65","$24,274.22",,,14.20%,0.9997
MID193078,"$87,816.83","$85,659.76","$18,994.57",,,14.80%,0.9906
MID193079,"$51,766.31","$50,379.65","$11,903.85",,,15.20%,0.9884
MID193080,"$70,315.34","$68,534.86","$15,233.53",,,14.00%,1.0054
MID193081,"$115,951.79","$112,678.89","$24,222.98",,,13.80%,1.0714
MID193082,"$102,886.44","$100,466.00","$22,251.66",,,14.20%,1.0285
MID193083,"$63,764.95","$62,434.62","$13,351.71",,,12.20%,1.1058
MID193084,"$116,088.85","$114,152.23","$24,465.83",,,14.60%,1.0663
MID193085,"$101,701.74","$99,230.11","$20,740.04",,,12.20%,1.0464
MID193086,"$51,219.46","$49,943.47","$10,574.12",,,12.00%,1.0610
MID193087,"$70,896.27","$69,616.76","$15,266.01",,,13.00%,1.0413
MID193088,"$125,720.16","$121,612.14","$28,745.42",,,15.00%,0.9991
MID193089,"$101,857.81","$99,396.10","$21,283.16",,,15.20%,1.0270
MID193090,"$58,803.92","$56,933.85","$12,597.37",,,12.60%,1.0958
MID193091,"$14,125.05","$13,679.12","$3,161.55",,,14.00%,0.9885
MID193092,"$51,329.37","$49,814.15","$9,912.37",,,10.60%,1.1430
MID193093,"$12,709.45","$12,582.90","$2,660.08",,,15.40%,1.0186
MID193094,"$113,555.31","$112,079.70","$24,346.14",,,14.00%,1.0497
MID193095,"$1,273,746.40","$1,240,727.73","$262,401.54",,,12.80%,1.0432
MID193096,"$63,217.27","$61,683.86","$13,524.47",,,11.80%,1.0512
MID193097,"$14,101.45","$13,660.26","$3,030.18",,,14.40%,1.0235
MID193098,"$123,797.59","$121,450.90","$26,148.67",,,12.80%,1.0248
MID193099,"$1,290,071.01","$1,264,530.34","$268,479.73",,,13.80%,1.0804
MID193100,"$13,019.24","$12,709.16","$2,867.78",,,13.60%,1.0528
