MEMBER_ID,Expected Final Portfolio Value,Median Final Portfolio Value,Standard Deviation of Final Portfolio Value,Value at Risk (VaR 95%),Conditional Value at Risk (CVaR 95%),Probability of Loss,Sharpe Ratio
MID046828,"$13,682.60","$13,361.70","$2,837.79","$1,506.32","$2,074.11",15.80%,0.9453
MID046829,"$49,272.73","$48,312.33","$10,583.35","$6,620.25","$9,534.57",19.60%,0.8762
MID046830,"$1,249,265.30","$1,229,272.57","$265,196.63","$143,328.02","$233,137.02",16.40%,0.9399
MID046831,"$119,565.31","$115,528.83","$25,019.27","$13,915.98","$19,592.83",18.60%,0.9019
MID046832,"$1,224,825.74","$1,193,293.99","$260,885.21","$148,621.67","$203,746.99",18.60%,0.8618
MID046833,"$84,182.99","$80,770.35","$18,729.70","$10,910.20","$15,167.10",20.00%,0.8106
MID046834,"$49,289.10","$47,916.94","$10,634.62","$5,049.81","$7,797.84",20.20%,0.8735
MID046835,"$6,122.19","$5,995.74","$1,185.66",$756.28,"$1,141.92",16.20%,0.9465
MID046836,"$61,148.10","$60,782.60","$12,183.48","$6,045.09","$10,549.07",15.80%,0.9971
MID046837,"$55,599.52","$54,212.61","$11,825.32","$6,719.53","$8,995.12",18.40%,0.8963
MID046838,"$1,237,617.79","$1,218,132.48","$249,695.20","$120,037.31","$192,681.32",16.40%,0.9516
MID046839,"$49,352.61","$47,845.18","$10,542.26","$5,709.88","$8,332.97",17.20%,0.8872
MID046840,"$68,161.29","$65,764.71","$15,356.31","$8,101.47","$11,179.03",20.00%,0.8571
MID046841,"$55,484.86","$54,218.46","$11,656.42","$5,894.03","$8,805.52",17.00%,0.8995
MID046842,"$1,240,984.46","$1,210,515.74","$254,517.12","$130,076.63","$207,633.44",17.20%,0.9468
MID046843,"$13,361.31","$12,941.77","$2,881.12","$1,638.52","$2,567.11",21.00%,0.8196
MID046844,"$108,705.00","$106,141.03","$23,216.89","$12,530.82","$18,444.23",17.80%,0.8918
MID046845,"$67,967.14","$66,273.04","$14,449.61","$7,751.73","$11,711.35",17.40%,0.8974
MID046846,"$1,265,009.73","$1,236,515.39","$267,791.17","$134,508.63","$187,287.99",15.00%,0.9896
MID046847,"$84,650.41","$83,193.79","$17,730.75","$10,833.16","$15,230.08",17.60%,0.8827
MID046848,"$97,868.66","$96,450.15","$19,946.06","$12,107.25","$16,580.51",19.40%,0.8958
MID046849,"$55,466.48","$55,044.35","$11,551.52","$7,258.55","$10,356.72",18.00%,0.9061
MID046850,"$59,576.36","$58,400.55","$11,681.01","$6,502.63","$9,668.21",18.60%,0.9054
MID046851,"$1,248,002.91","$1,226,016.24","$240,637.57","$106,259.40","$169,598.06",14.00%,1.0306
MID046852,"$110,860.45","$107,306.69","$24,260.13","$13,287.84","$18,375.53",20.60%,0.8599
MID046853,"$109,596.01","$108,599.39","$22,553.24","$13,165.82","$18,732.94",21.80%,0.8689
MID046854,"$85,316.51","$84,193.87","$18,034.00","$10,987.73","$15,093.36",18.40%,0.9048
MID046855,"$6,253.78","$6,116.97","$1,311.98",$669.54,$913.51,16.40%,0.9556
MID046856,"$109,070.74","$106,249.54","$23,114.11","$13,216.23","$19,094.84",21.40%,0.8251
MID046857,"$1,227,941.59","$1,210,880.92","$241,640.57","$105,162.65","$182,318.49",17.60%,0.9433
MID046858,"$97,660.73","$95,680.54","$19,400.11","$10,202.96","$15,971.65",17.80%,0.9103
MID046859,"$68,068.34","$66,665.57","$13,994.93","$6,783.78","$9,581.27",17.00%,0.9338
MID046860,"$68,311.74","$67,139.77","$14,318.15","$7,414.67","$12,066.82",17.60%,0.9297
MID046861,"$111,472.07","$108,713.44","$24,624.76","$13,137.79","$18,771.23",20.00%,0.8720
MID046862,"$1,235,524.13","$1,219,945.54","$253,799.86","$148,036.19","$212,977.92",18.40%,0.9280
MID046863,"$13,592.31","$13,334.95","$2,778.11","$1,412.58","$2,340.72",17.20%,0.9331
MID046864,"$13,605.29","$13,392.59","$2,851.73","$1,475.65","$2,295.86",18.60%,0.9136
MID046865,"$98,635.94","$96,330.40","$20,463.29","$11,911.84","$16,269.05",17.60%,0.9107
MID046866,"$13,477.25","$13,054.15","$2,939.35","$1,850.33","$2,456.97",20.60%,0.8428
MID046867,"$112,179.79","$109,924.19","$22,740.80","$11,375.49","$16,283.91",16.20%,0.9753
MID046868,"$49,162.95","$47,836.49","$10,740.90","$5,746.14","$8,385.57",20.20%,0.8531
MID046869,"$13,434.07","$13,111.99","$2,623.95","$1,439.30","$2,246.75",17.40%,0.9276
MID046870,"$66,693.19","$65,600.99","$13,901.09","$9,165.11","$13,015.85",21.60%,0.8412
MID046871,"$118,092.69","$115,439.52","$23,612.11","$13,395.84","$21,600.93",18.00%,0.8933
MID046872,"$60,551.41","$58,973.58","$12,397.85","$5,711.20","$9,831.22",18.20%,0.9317
MID046873,"$1,239,303.44","$1,221,245.06","$258,804.98","$135,578.72","$206,284.27",18.80%,0.9246
MID046874,"$67,403.74","$65,925.70","$14,651.72","$9,576.91","$13,194.87",19.60%,0.8466
MID046875,"$12,445.06","$12,245.26","$2,556.66","$1,175.14","$1,834.30",18.40%,0.9563
MID046876,"$61,277.30","$60,707.60","$12,710.42","$7,962.12","$11,241.95",18.40%,0.8872
MID046877,"$1,238.09","$1,208.33",$272.77,$167.59,$249.00,18.80%,0.8728
MID046878,"$12,255.78","$11,922.58","$2,644.65","$1,376.22","$2,137.04",19.60%,0.8530
MID046879,"$49,612.55","$48,186.74","$10,363.68","$4,624.55","$8,414.94",15.40%,0.9275
MID046880,"$110,932.20","$108,169.28","$23,586.38","$10,783.10","$14,869.68",19.60%,0.8875
MID046881,"$56,182.13","$54,815.16","$12,363.24","$6,584.09","$9,941.20",20.40%,0.9045
MID046882,"$12,313.25","$12,089.95","$2,444.05","$1,167.86","$2,107.80",16.60%,0.9465
MID046883,"$62,241.42","$60,931.14","$12,663.82","$7,061.94","$10,381.25",17.40%,0.9666
MID046884,"$109,818.06","$107,209.14","$23,107.49","$9,980.56","$17,725.33",16.40%,0.9442
MID046885,"$83,954.56","$82,622.44","$17,455.83","$10,348.13","$15,040.14",19.20%,0.8567
MID046886,"$60,054.95","$58,864.62","$12,394.22","$6,380.75","$10,703.88",17.60%,0.8919
MID046887,"$48,958.93","$47,476.80","$10,531.84","$5,704.08","$9,407.93",20.20%,0.8507
MID046888,"$85,324.16","$83,406.37","$18,480.75","$10,181.69","$15,936.12",19.00%,0.8833
MID046889,"$108,356.87","$108,403.36","$21,000.23","$11,200.14","$18,504.25",17.60%,0.9694
MID046890,"$118,417.07","$117,362.09","$24,611.65","$13,350.57","$22,277.68",19.80%,0.8702
MID046891,"$110,216.86","$106,372.60","$24,406.41","$11,913.77","$18,284.10",17.00%,0.9103
MID046892,"$67,833.54","$66,342.20","$14,512.42","$7,757.07","$11,496.26",19.80%,0.8843
MID046893,"$13,528.92","$13,344.95","$2,768.31","$1,657.90","$2,351.74",20.60%,0.9135
MID046894,"$1,230,083.40","$1,196,641.44","$262,627.98","$122,549.98","$191,038.44",17.60%,0.8761
MID046895,"$1,207.58","$1,178.50",$248.68,$146.93,$206.77,21.40%,0.8347
MID046896,"$1,230,557.86","$1,200,910.81","$267,639.65","$144,240.23","$196,746.34",19.40%,0.8614
MID046897,"$121,162.65","$117,751.85","$25,799.73","$12,209.64","$19,179.82",16.00%,0.9365
MID046898,"$108,375.66","$106,934.04","$23,329.31","$12,601.84","$20,866.60",19.80%,0.8734
MID046899,"$61,228.48","$59,779.00","$13,856.52","$7,889.40","$13,086.55",19.00%,0.8103
MID046900,"$1,232,324.39","$1,205,909.95","$249,123.72","$133,702.90","$200,234.54",18.60%,0.9326
MID046901,"$100,155.35","$97,767.77","$21,941.55","$10,824.89","$16,712.65",18.00%,0.9186
MID046902,"$49,085.44","$48,716.50","$10,174.16","$6,681.67","$9,353.92",19.80%,0.8930
MID046903,"$67,075.04","$66,910.58","$13,550.75","$8,989.07","$13,304.40",20.00%,0.8911
MID046904,"$67,725.04","$64,946.43","$13,835.86","$6,742.51","$10,659.83",15.80%,0.9197
MID046905,"$55,577.20","$54,671.15","$11,773.38","$5,671.24","$9,506.92",16.20%,0.8984
MID046906,"$13,577.73","$13,518.05","$2,656.54","$1,334.57","$2,089.74",17.60%,0.9703
MID046907,"$98,223.55","$96,444.83","$20,403.33","$13,264.38","$18,135.61",19.20%,0.8932
MID046908,"$60,028.47","$58,006.51","$12,532.29","$6,171.84","$9,612.48",18.80%,0.8800
MID046909,"$61,561.76","$60,318.13","$12,897.84","$7,369.58","$9,933.24",15.60%,0.9739
MID046910,"$67,530.60","$66,535.92","$14,038.31","$9,313.54","$12,252.58",17.00%,0.8926
MID046911,"$12,308.23","$12,097.00","$2,503.52","$1,437.72","$2,166.43",17.00%,0.9220
MID046912,"$110,408.72","$107,662.67","$21,629.83","$8,229.20","$14,534.97",13.80%,1.0360
MID046913,"$55,661.35","$55,210.24","$11,559.34","$7,458.89","$9,803.53",17.20%,0.9223
MID046914,"$62,169.42","$62,283.57","$12,279.86","$5,343.30","$10,187.53",17.60%,0.9910
MID046915,"$106,434.58","$104,165.73","$23,488.45","$12,901.65","$20,496.63",24.40%,0.7848
MID046916,"$1,226.33","$1,193.32",$260.51,$127.29,$202.22,20.60%,0.8688
MID046917,"$108,672.59","$106,888.06","$22,177.25","$10,612.72","$17,098.26",17.60%,0.9322
MID046918,"$13,456.18","$13,102.93","$2,771.82","$1,468.52","$2,098.33",18.20%,0.8861
MID046919,"$98,739.18","$95,929.41","$20,750.31","$9,210.14","$16,613.58",17.80%,0.9031
MID046920,"$107,654.20","$106,193.66","$22,486.85","$14,211.41","$19,332.31",18.40%,0.8740
MID046921,"$109,347.84","$106,286.70","$22,075.77","$10,920.30","$17,884.58",14.00%,0.9670
MID046922,"$6,205.52","$6,135.15","$1,340.95",$679.09,"$1,095.20",18.60%,0.8990
MID046923,"$13,590.35","$13,425.95","$2,710.91","$1,319.16","$2,404.20",18.20%,0.9555
MID046924,"$59,545.95","$58,215.32","$12,320.79","$7,541.51","$10,623.60",20.60%,0.8559
MID046925,"$67,444.30","$66,894.83","$14,301.06","$9,858.70","$13,306.84",19.20%,0.8702
MID046926,"$62,098.21","$60,878.53","$12,917.85","$7,181.61","$9,770.40",17.00%,0.9366
MID046927,"$50,472.60","$49,881.54","$10,157.43","$4,749.72","$7,716.51",13.80%,1.0310
MID046928,"$61,482.92","$59,693.26","$14,233.50","$7,413.58","$10,949.45",22.60%,0.8068
MID046929,"$107,909.12","$106,842.55","$22,318.87","$13,150.41","$19,920.81",18.20%,0.8920
MID046930,"$61,746.12","$59,738.29","$13,168.28","$7,441.63","$10,400.03",17.60%,0.8920
MID046931,"$84,744.75","$82,878.29","$17,715.58","$10,828.92","$14,810.35",18.40%,0.8888
MID046932,"$6,040.12","$5,872.01","$1,243.80",$687.49,"$1,013.97",18.60%,0.8362
MID046933,"$61,494.78","$60,732.56","$12,475.36","$6,238.23","$9,883.98",17.40%,1.0016
MID046934,"$85,153.90","$83,396.78","$18,387.82","$9,046.74","$13,623.62",18.20%,0.8785
MID046935,"$1,217,761.36","$1,195,138.30","$249,191.79","$146,960.10","$216,188.65",20.00%,0.8739
MID046936,"$110,065.39","$108,422.21","$22,268.55","$12,647.88","$18,533.98",17.60%,0.9011
MID046937,"$59,727.99","$58,120.22","$12,810.85","$7,176.25","$10,322.98",20.20%,0.8374
MID046938,"$112,005.00","$108,499.24","$23,482.97","$12,001.75","$15,819.11",17.60%,0.9371
MID046939,"$50,183.89","$49,317.24","$10,810.98","$6,597.11","$8,725.38",18.00%,0.9420
MID046940,"$97,859.38","$96,161.12","$20,724.88","$14,216.40","$17,796.53",19.80%,0.8617
MID046941,"$84,729.90","$82,404.07","$17,319.49","$8,388.39","$11,324.55",18.60%,0.9082
MID046942,"$61,925.02","$60,090.37","$13,162.55","$6,832.85","$10,488.72",16.60%,0.9060
MID046943,"$1,204,021.04","$1,184,254.32","$242,647.13","$143,824.87","$206,367.69",20.60%,0.8408
MID046944,"$49,362.46","$48,640.24","$9,756.69","$4,909.96","$7,372.45",16.20%,0.9596
MID046945,"$13,566.69","$13,374.30","$2,874.19","$1,714.15","$2,293.44",19.20%,0.8930
MID046946,"$60,919.47","$58,835.32","$12,457.45","$6,775.44","$10,401.64",18.40%,0.8765
MID046947,"$1,229,632.22","$1,200,557.94","$266,387.24","$158,905.81","$237,473.88",18.20%,0.8620
MID046948,"$1,238.03","$1,206.64",$262.35,$138.22,$210.04,18.80%,0.9073
MID046949,"$108,873.06","$105,719.24","$22,221.54","$10,093.74","$15,656.24",18.00%,0.9393
MID046950,"$85,635.27","$83,661.60","$17,554.45","$10,269.78","$13,966.72",15.20%,0.9476
MID046951,"$12,421.56","$12,143.83","$2,566.69","$1,108.40","$1,897.03",17.40%,0.9435
MID046952,"$13,493.64","$13,417.80","$2,707.63","$1,488.25","$2,141.11",18.40%,0.9210
MID046953,"$60,752.90","$59,727.44","$12,285.31","$5,785.43","$10,162.89",17.00%,0.9567
MID046954,"$1,223,627.12","$1,198,860.44","$252,818.76","$136,520.10","$212,489.39",20.60%,0.8845
MID046955,"$98,371.69","$96,439.06","$20,143.34","$12,281.98","$16,932.76",17.40%,0.9120
MID046956,"$61,898.19","$60,984.28","$12,819.96","$8,083.37","$11,294.42",17.20%,0.9281
MID046957,"$83,602.69","$81,581.40","$17,678.53","$11,214.18","$15,160.92",21.40%,0.8260
MID046958,"$119,079.93","$117,534.17","$23,590.32","$11,941.20","$18,582.80",18.40%,0.9360
MID046959,"$97,500.72","$95,192.09","$19,360.64","$11,728.78","$15,857.18",17.80%,0.9039
MID046960,"$60,803.49","$60,252.89","$12,629.91","$7,821.10","$10,922.72",20.80%,0.8554
MID046961,"$1,228,443.94","$1,213,011.92","$258,589.15","$157,730.11","$224,155.52",19.60%,0.8834
MID046962,"$99,053.62","$97,893.18","$19,998.99","$12,546.41","$16,664.93",18.00%,0.9527
MID046963,"$12,077.83","$11,787.39","$2,529.10","$1,520.17","$2,320.76",20.80%,0.8216
MID046964,"$98,865.62","$97,552.92","$20,708.46","$12,193.08","$17,810.89",17.20%,0.9110
MID046965,"$1,227,833.07","$1,211,077.63","$251,693.93","$131,820.05","$213,120.98",18.40%,0.9052
MID046966,"$121,005.98","$118,554.40","$25,189.66","$14,109.23","$20,714.33",16.80%,0.9530
MID046967,"$6,190.66","$6,038.81","$1,334.26",$790.03,"$1,070.52",19.60%,0.8924
MID046968,"$98,422.28","$97,105.97","$20,496.17","$12,800.35","$17,156.33",18.40%,0.8988
MID046969,"$97,675.23","$94,543.31","$19,446.78","$10,834.22","$16,100.03",19.20%,0.9089
MID046970,"$60,536.41","$59,528.92","$12,868.69","$7,117.29","$10,302.30",18.20%,0.8965
MID046971,"$1,230,150.43","$1,213,117.94","$266,756.83","$182,785.41","$256,356.72",19.60%,0.8628
MID046972,"$12,299.40","$12,051.10","$2,621.43","$1,506.06","$2,068.19",19.40%,0.8772
MID046973,"$84,109.66","$81,688.88","$18,239.77","$9,708.39","$15,136.05",20.60%,0.8284
MID046974,"$6,066.36","$5,890.45","$1,258.46",$665.33,"$1,054.39",21.80%,0.8474
MID046975,"$49,817.78","$49,151.34","$10,692.48","$4,884.30","$8,171.66",17.80%,0.9182
MID046976,"$1,241,138.68","$1,213,736.37","$259,308.77","$129,507.30","$193,278.94",18.60%,0.9299
MID046977,"$1,229,258.87","$1,194,926.31","$245,985.19","$106,403.93","$169,926.18",17.80%,0.9320
MID046978,"$6,048.91","$5,905.76","$1,240.67",$674.26,"$1,087.39",20.80%,0.8454
MID046979,"$12,524.21","$12,246.50","$2,626.35","$1,148.78","$1,911.76",18.00%,0.9611
MID046980,"$1,251,700.34","$1,212,799.14","$257,529.71","$97,698.30","$168,942.09",14.20%,0.9774
MID046981,"$107,330.24","$104,918.43","$22,571.93","$12,586.33","$20,398.76",18.40%,0.8564
MID046982,"$118,906.47","$115,503.63","$25,838.04","$14,241.91","$20,629.52",20.20%,0.8478
MID046983,"$85,742.74","$84,399.74","$17,389.27","$9,633.31","$14,644.68",16.00%,0.9628
MID046984,"$1,210.65","$1,195.29",$252.73,$143.10,$220.61,22.60%,0.8335
MID046985,"$12,343.04","$12,246.52","$2,431.47","$1,342.43","$2,155.69",16.00%,0.9636
MID046986,"$49,354.53","$48,244.01","$10,317.35","$6,249.83","$9,050.05",15.60%,0.9067
MID046987,"$13,615.00","$13,247.93","$2,839.31","$1,602.31","$2,370.32",16.20%,0.9210
MID046988,"$49,281.44","$48,299.58","$9,858.39","$4,473.86","$8,129.50",16.00%,0.9415
MID046989,"$60,852.73","$60,396.24","$12,158.04","$7,304.69","$10,838.50",17.20%,0.8926
MID046990,"$59,664.99","$57,938.10","$11,966.80","$4,953.77","$9,999.64",17.60%,0.8912
MID046991,"$119,625.01","$117,575.50","$24,795.11","$14,860.01","$21,114.67",17.40%,0.9125
MID046992,"$119,340.22","$117,011.21","$25,714.54","$14,405.18","$20,495.92",20.40%,0.8688
MID046993,"$1,228.62","$1,209.56",$243.98,$146.44,$194.85,16.60%,0.9370
MID046994,"$118,572.02","$114,526.84","$24,978.63","$14,319.33","$20,166.77",18.60%,0.8636
MID046995,"$111,946.27","$110,239.57","$23,213.73","$12,938.19","$18,925.16",16.60%,0.9454
MID046996,"$12,387.40","$12,083.84","$2,582.06","$1,303.47","$1,942.53",19.40%,0.9246
MID046997,"$109,338.94","$105,818.69","$24,029.85","$12,032.15","$17,421.26",18.60%,0.8880
MID046998,"$60,598.49","$59,856.72","$12,484.85","$7,040.83","$10,246.48",18.40%,0.9290
MID046999,"$1,240.69","$1,231.57",$245.45,$152.91,$242.25,16.40%,0.9806
MID047000,"$1,209,879.20","$1,180,961.06","$244,923.15","$134,283.62","$217,517.02",18.60%,0.8569
MID047001,"$61,955.91","$60,792.29","$12,909.29","$6,991.62","$10,302.15",18.00%,0.9261
MID047002,"$108,199.07","$106,840.62","$22,177.20","$14,892.97","$20,654.28",20.60%,0.8206
MID047003,"$60,524.96","$58,632.02","$12,574.42","$6,238.35","$9,855.20",18.00%,0.9165
MID047004,"$61,948.80","$60,628.37","$12,636.45","$6,784.16","$9,675.13",17.00%,0.9456
MID047005,"$12,040.41","$11,839.44","$2,286.34","$1,360.65","$2,016.82",19.60%,0.8924
MID047006,"$86,226.94","$83,945.73","$17,131.86","$6,816.28","$11,167.07",16.60%,1.0056
MID047007,"$85,969.40","$83,773.48","$17,922.89","$9,532.91","$14,431.38",16.20%,0.9468
MID047008,"$13,397.10","$13,160.99","$2,801.93","$1,804.87","$2,663.24",20.20%,0.8555
MID047009,"$67,919.30","$65,726.07","$14,644.20","$7,706.70","$11,544.36",18.60%,0.8822
MID047010,"$118,414.85","$116,393.46","$24,244.59","$15,881.39","$23,745.71",18.80%,0.8833
MID047011,"$1,237,275.39","$1,204,253.88","$263,106.21","$130,927.31","$178,615.96",17.40%,0.9018
MID047012,"$99,002.97","$95,580.58","$22,326.94","$13,909.14","$17,671.44",19.20%,0.8511
MID047013,"$13,345.63","$13,130.76","$2,729.92","$1,434.07","$2,518.46",20.00%,0.8592
MID047014,"$1,237.17","$1,210.67",$256.42,$127.69,$228.64,15.60%,0.9250
MID047015,"$6,121.35","$6,085.83","$1,181.39",$737.58,"$1,072.86",17.80%,0.9492
MID047016,"$111,379.57","$108,613.19","$22,755.07","$9,750.48","$16,376.65",18.00%,0.9396
MID047017,"$56,007.47","$55,273.97","$12,169.98","$7,679.24","$11,260.92",19.20%,0.9045
MID047018,"$1,243,080.17","$1,215,170.39","$263,611.19","$131,730.35","$207,150.20",17.00%,0.9221
MID047019,"$1,235,916.92","$1,189,666.72","$259,840.13","$117,629.84","$200,685.85",16.80%,0.9079
MID047020,"$48,879.25","$48,127.05","$10,218.53","$6,463.77","$8,620.38",20.80%,0.8689
MID047021,"$67,694.06","$65,910.03","$14,489.29","$7,245.27","$11,458.74",21.20%,0.8761
MID047022,"$85,747.99","$83,249.87","$18,589.33","$7,943.94","$12,574.92",19.20%,0.9009
MID047023,"$1,244.28","$1,217.86",$263.08,$155.56,$209.88,16.60%,0.9285
MID047024,"$1,243.31","$1,223.36",$255.62,$148.22,$214.45,16.60%,0.9519
MID047025,"$84,757.29","$82,204.93","$17,497.81","$7,845.30","$13,501.05",17.40%,0.9005
MID047026,"$118,997.34","$116,421.36","$24,335.52","$12,438.10","$18,558.46",18.40%,0.9039
MID047027,"$1,236,582.43","$1,226,910.04","$253,747.18","$137,414.10","$196,248.17",18.40%,0.9324
MID047028,"$59,335.38","$58,865.60","$11,683.24","$7,228.42","$10,409.34",18.00%,0.8846
MID047029,"$12,454.98","$12,142.74","$2,705.75","$1,278.16","$2,094.45",18.20%,0.9073
MID047030,"$54,989.89","$53,643.23","$11,941.51","$7,131.31","$9,777.26",19.00%,0.8366
MID047031,"$98,137.89","$95,932.26","$19,598.65","$9,013.65","$13,676.58",18.40%,0.9255
MID047032,"$119,203.77","$115,485.47","$22,949.10","$10,271.78","$17,532.76",15.80%,0.9675
MID047033,"$13,626.26","$13,255.28","$2,802.84","$1,209.57","$2,070.79",16.40%,0.9370
MID047034,"$108,566.85","$106,789.18","$20,311.39","$9,944.15","$15,430.50",16.20%,1.0126
MID047035,"$1,233,193.42","$1,205,359.99","$256,998.43","$151,066.57","$218,857.02",16.40%,0.9074
MID047036,"$119,283.46","$117,160.60","$24,284.84","$12,595.20","$20,026.41",17.60%,0.9176
MID047037,"$55,236.52","$53,913.62","$11,549.87","$6,566.73","$10,435.85",17.60%,0.8863
MID047038,"$6,159.23","$6,058.01","$1,320.77",$752.33,"$1,103.91",21.40%,0.8777
MID047039,"$49,557.68","$48,611.20","$10,654.69","$4,871.63","$7,201.90",18.40%,0.8970
MID047040,"$1,243,895.63","$1,222,208.79","$272,942.10","$164,141.37","$220,676.19",19.60%,0.8936
MID047041,"$13,794.00","$13,352.38","$2,904.37","$1,358.45","$1,985.21",15.80%,0.9620
MID047042,"$1,240.61","$1,216.91",$250.48,$120.59,$209.30,18.00%,0.9606
MID047043,"$109,095.91","$105,279.87","$23,549.68","$12,912.61","$17,647.62",18.80%,0.8958
MID047044,"$60,843.08","$58,767.27","$12,881.68","$5,728.96","$9,282.38",18.20%,0.9194
MID047045,"$12,360.32","$12,128.73","$2,558.40","$1,437.25","$2,127.10",17.40%,0.9226
MID047046,"$13,451.25","$13,252.56","$2,852.01","$1,586.35","$2,350.00",21.40%,0.8595
MID047047,"$6,105.25","$6,023.27","$1,305.81",$778.51,"$1,208.50",20.60%,0.8464
MID047048,"$62,048.25","$61,130.50","$12,791.77","$6,704.60","$10,667.56",17.20%,0.9419
MID047049,"$111,050.34","$109,899.73","$22,389.64","$12,910.54","$17,208.19",18.00%,0.9402
MID047050,"$13,601.53","$13,393.48","$2,909.48","$1,659.09","$2,428.57",19.60%,0.8942
MID047051,"$12,036.41","$11,748.47","$2,659.38","$1,636.46","$2,401.60",23.40%,0.7657
MID047052,"$111,107.73","$109,439.78","$23,963.64","$14,556.89","$19,240.80",20.00%,0.8808
MID047053,"$110,622.63","$108,186.43","$25,069.16","$13,583.59","$20,236.95",22.20%,0.8226
MID047054,"$120,166.88","$117,477.93","$25,037.97","$12,481.30","$19,588.82",17.00%,0.9253
MID047055,"$84,567.64","$83,047.30","$17,700.66","$10,267.37","$14,537.85",20.20%,0.8795
MID047056,"$97,922.93","$96,621.50","$20,389.13","$11,539.59","$16,965.88",21.00%,0.8790
MID047057,"$60,426.96","$58,958.15","$12,510.60","$5,987.66","$9,202.90",18.20%,0.9134
MID047058,"$67,743.07","$65,672.40","$13,931.87","$6,806.26","$10,794.27",17.60%,0.9147
MID047059,"$6,022.63","$5,856.89","$1,308.91",$771.38,"$1,091.39",22.20%,0.7813
MID047060,"$13,469.57","$13,205.98","$2,644.96","$1,440.07","$2,022.77",18.60%,0.9337
MID047061,"$12,226.02","$12,010.36","$2,510.00","$1,667.52","$2,247.85",18.80%,0.8869
MID047062,"$60,187.70","$58,453.89","$11,738.13","$6,492.14","$9,638.13",15.00%,0.9531
MID047063,"$60,814.68","$59,026.13","$12,771.15","$7,466.27","$10,427.84",19.60%,0.8468
MID047064,"$1,250,891.79","$1,218,174.02","$274,510.26","$132,983.65","$205,109.47",16.60%,0.9140
MID047065,"$12,140.84","$12,016.54","$2,460.12","$1,569.90","$2,387.13",19.80%,0.8702
MID047066,"$12,323.00","$12,069.34","$2,448.55","$1,439.14","$1,981.37",16.40%,0.9487
MID047067,"$86,496.52","$85,174.55","$17,289.08","$8,564.11","$12,657.83",15.60%,1.0120
